ユースケースID,ユースケース機能ID,ユースケース,カテゴリ,アプリ(実データ列),判定理由
UC-3011,UC-GL-858,デプロイメント管理の緊急リリース,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3012,UC-GL-859,デプロイメント管理の緊急展開の特例運用,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3013,UC-GL-860,デプロイメント管理の自動テストとの連携,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3014,UC-GL-861,デプロイメント管理の複数環境の同期,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3015,UC-GL-862,デプロイメント管理の設定のバックアップ,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3016,UC-GL-863,デプロイメント管理の設定配布,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3017,UC-GL-864,デプロイメント管理の通知配信,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3018,UC-GL-865,デプロイメント管理の運用ウィンドウの確保,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3019,UC-GL-866,デプロイメント管理の運用停止/停止時間の最小化,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3020,UC-GL-867,デプロイメント管理の運用引き継ぎ,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3021,UC-GL-868,デプロイメント管理の運用手順書更新,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3022,UC-GL-869,デプロイメント管理の配布対象の棚卸し,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3023,UC-GL-870,デプロイメント管理の開発環境への配置,デプロイメント管理,GitLab; Exastro ITA Web / Exastro ITA API; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3024,UC-GL-880,変更→デプロイ要求,デプロイメント管理,GitLab; n8n; Exastro ITA API; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3025,UC-GL-767,デプロイメント管理のデプロイメントの監査証跡,デプロイメント管理,GitLab; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3026,UC-GL-796,デプロイメント管理のリリースKPIの追跡,デプロイメント管理,GitLab; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3027,UC-GL-805,デプロイメント管理のリリース資産の署名/検証,デプロイメント管理,GitLab; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3028,UC-GL-856,デプロイメント管理の監査証跡保持,デプロイメント管理,GitLab; n8n; GitLab Runner,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3101,UC-GL-881,Qdrant-インデックス更新,ナレッジ管理（検索性向上）,GitLab; Qdrant; indexer(ECS/Step Functions),"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3102,UC-GL-882,ナレッジ管理（検索性向上）: 類似事例・Runbook提案,ナレッジ管理（検索性向上）,GitLab; n8n; Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3103,UC-QD-05,バッチ検索,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3104,UC-QD-09,メタデータ管理,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3105,UC-QD-02,コレクション管理,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3106,UC-QD-07,ペイロード更新,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3107,UC-QD-08,ポイント管理,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3108,UC-QD-12,検索API,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3109,UC-QD-06,ベクトル基盤,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3110,UC-QD-10,レコメンド,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3111,UC-QD-03,スクロール取得,ナレッジ管理（検索性向上）,Qdrant,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3201,UC-GL-439,ビジネス分析のSLA/目標管理,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3202,UC-GL-440,ビジネス分析のエスカレーション/連携,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3203,UC-GL-441,ビジネス分析のデータ品質の維持,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3204,UC-GL-442,ビジネス分析のナレッジの更新,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3205,UC-GL-443,ビジネス分析のレポート/振り返り,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3206,UC-GL-444,ビジネス分析のレポートの標準化,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3207,UC-GL-445,ビジネス分析の依存関係の整理,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3208,UC-GL-446,ビジネス分析の分類/優先度付け,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3209,UC-GL-447,ビジネス分析の受付/登録,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3210,UC-GL-448,ビジネス分析の品質保証/監査,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3211,UC-GL-449,ビジネス分析の実行/処理,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3212,UC-GL-450,ビジネス分析の承認/レビュー,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3213,UC-GL-451,ビジネス分析の改善施策の実施,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3214,UC-GL-452,ビジネス分析の方針/標準定義,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3215,UC-GL-453,ビジネス分析の標準テンプレートの整備,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3216,UC-GL-454,ビジネス分析の継続的改善,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3217,UC-GL-455,ビジネス分析の自動化/効率化,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3218,UC-GL-456,ビジネス分析の調査/分析,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3219,UC-GL-457,ビジネス分析の通知/コミュニケーション,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3220,UC-GL-458,ビジネス分析の運用手順の整備,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3221,UC-GL-459,ビジネス分析の関係者合意の形成,ビジネス分析,GitLab; Grafana,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3301,UC-GL-073,プロジェクト管理のKPI/指標定義,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3302,UC-GL-074,プロジェクト管理のガバナンスと方針運用の整備,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3303,UC-GL-075,プロジェクト管理のステークホルダー/関係者調整,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3304,UC-GL-076,プロジェクト管理のツール/データ整備,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3305,UC-GL-077,プロジェクト管理のリスク/例外レビュー,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3306,UC-GL-078,プロジェクト管理のリスクと例外の管理,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3307,UC-GL-079,プロジェクト管理のレビュー/監査の実施,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3308,UC-GL-080,プロジェクト管理のロードマップ策定,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3309,UC-GL-081,プロジェクト管理の主要関係者の合意形成,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3310,UC-GL-082,プロジェクト管理の変更影響の分析,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3311,UC-GL-083,プロジェクト管理の定期レビュー/報告,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3312,UC-GL-084,プロジェクト管理の実行計画の策定,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3313,UC-GL-085,プロジェクト管理の役割/責任（RACI）定義,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3314,UC-GL-086,プロジェクト管理の意思決定基準の明文化,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3315,UC-GL-087,プロジェクト管理の成果物の記録/版管理,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3316,UC-GL-088,プロジェクト管理の指標の定義と可視化,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3317,UC-GL-089,プロジェクト管理の改善施策の優先順位付け,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3318,UC-GL-090,プロジェクト管理の教育/オンボーディング,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3319,UC-GL-091,プロジェクト管理の教育/展開/浸透,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3320,UC-GL-092,プロジェクト管理の方針/ポリシー策定,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3321,UC-GL-093,プロジェクト管理の標準/ガイドライン整備,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
UC-3322,UC-GL-094,プロジェクト管理の現状評価/ギャップ分析,プロジェクト管理,GitLab,"設計/実装根拠(source, ID参照, app/script紐付け)を確認できず"
